Column1,Column3,Column4,Column5,Column7,Column8,Column11,Column12,Column15,Column20
W283CZ,104.5,MILLEDGEVILLE,GA,0.25,0.25,33-05-45,83-11-33,,MILLEDGEVILLE'S HOMETOWN FAVORITE
W283DC,104.5,PIKEVILLE,TN,0.25,0.25,35-36-18,85-11-14,,LITTLE GIANT OF THE VALLEY
W283DD,104.5,MARINETTE,WI,0.25,0.25,45-03-58,87-39-55,,SPORTSRADIO 570
K283CW,104.5,NACOGDOCHES,TX,0.25,0.25,31-31-37,94-39-30,,NEWSTALK 860 KSFA
W283DF,104.5,COLUMBUS,GA,0.25,0.25,32-27-07,84-58-25,,HITS 104.5
W283DH,104.5,NEW MARTINSVILLE,WV,0.225,0.225,39-39-10,80-54-47,,AM 1330 & 93.1 WETZ
K283CX,104.5,MONTPELIER,ID,0.25,0.25,42-19-06,111-17-28,,THE WAVE 104.5 FM & 1450 AM
W283DG,104.5,STERLING,VA,0.19,0.19,39-01-03,77-25-48,,FEDERAL NEWS NETWORK
K283CY,104.5,FRESNO,CA,0.25,0.25,36-33-13,119-45-13,,PUNJABI RADIO
K283CZ,104.5,MONTROSE,CO,0.25,0.25,38-25-36,107-52-59,,KUBC THE CANYON
W283DJ,104.5,COCOA,FL,0.25,0.25,28-20-43,80-46-08,,RADIO 1300
W283DI,104.5,ALTOONA,PA,0.25,0.25,40-29-47,78-24-05,,POP RADIO 104.5
W283DM,104.5,GREECE,NY,0.25,0.25,43-09-51,77-47-01,,STATION OF THE CROSS
K283DC,104.5,CATALINA,AZ,0.25,0.25,32-28-57,110-54-42,,NPR 89.1
W283DN,104.5,HARRISBURG,PA,0.25,0.25,40-19-02,76-56-49,,
W283DR,104.5,AGUADILLA,PR,0.25,0.25,18-18-58,67-10-50,,CIMA NORTE 97.9
W283DO,104.5,TORRINGTON,CT,0.25,0.25,41-45-31,73-03-07,,THE TALK OF CT
W283DK,104.5,WILDWOOD,FL,0.25,0.25,28-46-39,81-57-38,,YOUR VILLAGES SOUND TRACK
W283DE,104.5,DURHAM,NC,0.18,0.18,35-51-59,79-10-01,D21E,THE BUZZ
KZJJ,104.5,MESA,WA,14.0,14.0,46-25-25,119-04-56,,LA RANCHARA 104.5 / 106.9
WHLC-FM1,104.5,OTTO,NC,0.25,0.25,35-04-16,83-23-17,,SOFT AND EASY FAVORITES
NEW,104.5,TEXAS CITY,TX,0.003,0.003,29-24-44,94-57-09,,
NEW,104.5,RUTLAND,VT,0.1,0.1,43-36-09,72-59-10,,
NEW,104.5,HUNTINGDON,PA,0.1,0.1,40-29-09,78-00-47,,
WQHQ,104.7,OCEAN CITY-SALISBURY,MD,33.0,33.0,38-23-15,75-17-30,7FAE,Q-105
KNNG,104.7,STERLING,CO,100.0,100.0,40-34-57,103-01-56,33AC,
KRES,104.7,MOBERLY,MO,100.0,100.0,39-27-35,92-42-08,3D5E,CRESS COUNTRY
KVLM,104.7,TARZAN,TX,100.0,100.0,32-05-51,102-17-23,,LA LEY 104.7
WSPK,104.7,POUGHKEEPSIE,NY,7.4,7.4,41-29-19,73-56-52,85C0,K104
K284BU,104.7,PAROWAN,UT,0.016,0.016,37-50-32,112-58-10,,THE HAWK
KNDR,104.7,MANDAN,ND,100.0,100.0,46-35-11,100-48-21,32B3,KNDR 104.7 FM
WBAK,104.7,BELFAST,ME,10.0,10.0,44-34-51,68-53-51,5756,BIG 104
KCMB,104.7,BAKER,OR,100.0,100.0,45-07-26,117-46-48,1681,
KKYS,104.7,BRYAN,TX,50.0,50.0,30-43-00,96-22-21,2CEA,104.7 THE MIX
WAYZ,104.7,HAGERSTOWN,MD,8.3,8.3,39-41-47,77-30-47,5731,"COUNTRY 104.7, TODAY'S HOTTEST COUNTRY"
KCLD-FM,104.7,ST. CLOUD,MN,100.0,100.0,45-34-03,94-30-44,1669,
WCFL,104.7,MORRIS,IL,50.0,50.0,41-21-17,88-29-55,57F3,"FAITH, HOPE, FAMILY"
WPZZ,104.7,CREWE,VA,100.0,100.0,37-10-15,77-57-16,7EE7,PRAISE 104.7
WKQC,104.7,CHARLOTTE,NC,96.0,96.0,35-15-06,80-41-11,70B2,K 104.7 MORE MUSIC/BETTER VARIETY
WLMD,104.7,BUSHNELL,IL,3.3,3.3,40-32-45,90-29-15,,MACOMB NEWS NOW 104.7
W284AB,104.7,JAMAICA,VT,0.01,0.0,43-05-45,72-55-16,8794,100.7 AND 101.9 THE PEAK
WELJ,104.7,MONTAUK,NY,6.0,6.0,41-01-57,71-58-31,605F,THE EAST END'S EASY FAVORITES
WSGM,104.7,COALMONT,TN,1.0,1.0,35-16-44,85-44-02,,WE'RE SINGING GOSPEL MUSIC
WTHG,104.7,HINESVILLE,GA,12.0,12.0,31-51-18,81-44-28,,THE HAWK 104.7
WVRC-FM,104.7,SPENCER,WV,4.8,4.8,38-47-40,81-17-36,,MOUNTAIN COUNTRY 104.7
WKKY,104.7,GENEVA,OH,6.0,6.0,41-47-30,81-05-31,702C,COUNTRY 104.7
WHTP-FM,104.7,KENNEBUNKPORT,ME,6.0,6.0,43-24-16,70-26-15,6921,HOT RADIO MAINE
WKAQ-FM1,104.7,JUANA DIAZ,PR,0.1,0.1,18-04-51,66-27-22,,KQ-105
KNEK-FM,104.7,WASHINGTON,LA,25.0,25.0,30-25-17,92-06-50,32C6,MAGIC 104.7 OLD SCHOOL AND TODAY'S R&B
WJSH,104.7,FOLSOM,LA,6.0,6.0,30-39-55,90-04-49,,HIGHWAY 104.7
WKAQ-FM,104.7,SAN JUAN,PR,50.0,50.0,18-16-51,66-06-38,6F20,KQ-105
WKJC,104.7,TAWAS CITY,MI,50.0,50.0,44-24-48,83-37-14,6FFC,NORTHERN MICHIGAN'S COUNTRY LEADER
KWTG,104.7,VIDALIA,LA,3.0,3.0,31-35-05,91-23-18,,THE GATOR
K284AF,104.7,GRANTS PASS,OR,0.0,0.1,42-24-39,123-16-52,,105.1 THE WOLF
KVCY,104.7,FORT SCOTT,KS,16.0,16.0,37-52-43,94-43-24,,CHRISTIAN INFORMATION RADIO
W284DR,104.7,COOKEVILLE,TN,0.25,0.25,36-11-03,85-24-40,,106.9 KICKS COUNTRY
KSLE,104.7,WEWOKA,OK,1.7,1.7,35-05-31,96-32-29,A4AA,THE PLANET 104-7
KNFZ,104.7,BOSQUE FARMS,NM,100.0,100.0,34-46-12,106-51-44,A12A,FUZION
W284AK,104.7,CLEARFIELD,PA,0.05,0.05,41-01-42,78-26-08,,PUBLIC RADIO FOR CENTRAL PENNSYLVANIA
WHNY-FM,104.7,HENRY,TN,2.9,2.9,36-08-19,88-15-52,,BIG HENRY
KWNS,104.7,WINNSBORO,TX,2.75,2.75,33-04-17,95-17-22,,LONE STAR FM
KYYI,104.7,BURKBURNETT,TX,92.0,92.0,34-05-35,98-52-44,51D8,THE BEAR 104.7
KZZP,104.7,MESA,AZ,29.0,29.0,33-20-04,112-03-41,149D,104.7 KISS FM
WITZ-FM,104.7,JASPER,IN,50.0,50.0,38-21-02,86-56-26,6BCF,WITZ FM 104.7
WYKX,104.7,ESCANABA,MI,100.0,100.0,45-55-45,87-16-11,9523,KX COUNTRY
WNCS,104.7,MONTPELIER,VT,1.5,1.5,44-25-13,72-49-40,7742,THE POINT
W284AH,104.7,LANSING,MI,0.25,0.25,42-43-13,84-31-09,,
WOCN-FM,104.7,ORLEANS,MA,50.0,36.0,41-46-48,70-00-36,79E1,"OCEAN 104.7, CUSTOM CRAFTED FOR THE CAPE"
WSGL,104.7,NAPLES,FL,20.0,20.0,26-07-35,81-43-17,84D7,THE MIX 104.7
WNSV,104.7,NASHVILLE,IL,3.4,3.4,38-26-02,89-18-55,3D65,V 104.7
KKLS-FM,104.7,SIOUX FALLS,SD,100.0,100.0,43-43-46,97-05-14,2B98,HOT 104.7
KVIK,104.7,DECORAH,IA,1.95,1.95,43-17-13,91-53-03,484E,THE VIKING 104.7
KFEG,104.7,KLAMATH FALLS,OR,51.0,51.0,42-13-24,121-49-02,,104.7 THE EAGLE
W284AO,104.7,CENTRAL CITY,KY,0.025,0.0,37-16-09,87-08-32,,
WPGB,104.7,PITTSBURGH,PA,14.5,14.5,40-27-48,80-00-16,1CE1,BIG 104.7
KKED,104.7,FAIRBANKS,AK,46.0,46.0,64-54-55,147-38-52,,104.7 THE EDGE
WAAZ-FM,104.7,CRESTVIEW,FL,100.0,100.0,30-46-01,86-35-07,54C1,THE GOOD COUNTRY
W284AE,104.7,CHATTANOOGA,TN,0.25,0.25,35-12-26,85-16-52,,WAY FM
KKRV,104.7,WENATCHEE,WA,6.5,6.5,47-28-44,120-12-49,2C37,COUNTRY 104.7
KMOU,104.7,ROSWELL,NM,100.0,100.0,33-24-49,104-22-49,,MORE MOOSIC
KQBK,104.7,WALDRON,AR,50.0,50.0,35-11-01,94-07-44,3A64,KOOL 104.7
WIOT,104.7,TOLEDO,OH,50.0,50.0,41-40-23,83-25-31,1B47,TOLEDO'S ROCK
KREZ,104.7,CHAFFEE,MO,7.7,7.7,37-09-46,89-28-59,3D65,104.7 THE BRIDGE
W284AP,104.7,BUFFALO,NY,0.25,0.25,42-56-46,78-49-39,72C2,WGR SPORTS RADIO 550
WKEG-LP,104.7,LIMESTONE,NY,0.1,0.1,42-01-24,78-37-51,,
KQSN,104.7,PONCA CITY,OK,25.0,25.0,36-47-21,97-02-53,3C21,104.7 THE BULL
KFLI,104.7,DES ARC,AR,25.0,25.0,35-00-23,91-40-20,F000,COOL 104
KFGO-FM,104.7,HOPE,ND,100.0,100.0,47-03-15,97-24-44,1DDE,THE MIGHTY 790 AM/94.1 FM/104.7 FM
KONI,104.7,LANAI CITY,HI,29.0,29.0,20-44-28,156-18-29,,"GREATEST HITS OF THE 60'S, 70'S AND 80'S"
WZZK-FM,104.7,BIRMINGHAM,AL,97.8,97.8,33-29-04,86-48-25,9940,THE MOST COUNTRY MUSIC GUARANTEED
WNOK,104.7,COLUMBIA,SC,90.0,90.0,34-09-03,80-54-36,1872,104.7 WNOK
KKVM,104.7,VAIL,CO,95.0,95.0,39-38-05,106-26-47,,104.7 THE MILE
K284AM,104.7,SKAGWAY,AK,0.013,0.013,59-27-40,135-19-37,,HOMETOWN RADIO 800
KRYH-LP,104.7,TEMPLE,TX,0.032,0.032,31-05-56,97-21-53,,THREE ANGELS BROADCAST NEWORK
KHTN,104.7,PLANADA,CA,1.95,1.95,37-32-01,120-01-46,2477,HOT 104.7
WDDW,104.7,STURTEVANT,WI,4.2,4.2,42-51-20,87-50-41,5CF8,LA GRAND D 104.7
KBZM,104.7,BIG SKY,MT,5.0,5.0,45-16-41,111-26-57,,THE EAGLE
KAPU-LP,104.7,WATSONVILLE,CA,0.1,0.0,36-54-16,121-45-35,,
KJUL,104.7,MOAPA VALLEY,NV,100.0,100.0,36-41-00,114-30-51,,104.7 THE JEWEL
WFRN-FM,104.7,ELKHART,IN,50.0,50.0,41-37-18,85-57-37,63A3,YOUR FRIEND WFRN
WBBS,104.7,FULTON,NY,50.0,50.0,43-12-50,76-23-47,1778,B 104.7
WLRJ,104.7,GREENVILLE,MS,31.0,31.0,33-28-10,90-50-30,7377,K-LOVE
W284BG,104.7,LEWISBURG,PA,0.25,0.25,40-56-32,76-49-05,6AF6,FAMILY LIFE NETWORK
KOOU,104.7,HARDY,AR,5.4,5.4,36-16-29,91-30-18,,HOMETOWN RADIO
K284BJ,104.7,WILLIAMS,AZ,0.01,0.01,35-12-11,112-12-26,,YOUR CELEBRATION STATION
KTOY,104.7,TEXARKANA,AR,3.1,3.1,33-25-45,94-07-11,,
K284AE,104.7,ASHLAND,OR,0.0,0.8,42-17-55,122-44-53,,105.1 THE WOLF
K284AY,104.7,TOOELE,UT,0.0,0.04,40-39-35,112-12-07,,X-96
KCAW,104.7,SITKA,AK,3.6,3.6,57-03-13,135-21-07,,RAVEN RADIO
WZUP,104.7,LA GRANGE,NC,29.0,29.0,35-15-31,77-36-33,,LA INVASORA
WZOS,104.7,BERLIN,WI,6.0,6.0,43-54-21,88-53-12,584F,RAZOR 94.7
KVBM-LP,104.7,KILLEEN,TX,0.092,0.092,31-04-09,97-40-10,,LIFETALK RADIO
WFSH-FM,104.7,ATHENS,GA,24.0,24.0,33-52-02,83-49-44,63B7,THE FISH
KTRS,104.7,CASPER,WY,18.0,18.0,42-44-37,106-18-24,,"104.7 KISS FM, CASPER'S HIT MUSIC"
KIKX,104.7,KETCHUM,ID,100.0,100.0,43-16-49,114-09-15,,BOB-FM
KCYC-LP,104.7,YUBA CITY,CA,0.03,0.03,39-06-03,121-37-04,,
K284AO,104.7,OILDALE,CA,0.05,0.05,35-22-50,119-00-34,,AIR1
K284AP,104.7,GRAND JUNCTION,CO,0.01,0.01,39-04-00,108-44-41,,INDIE 102.3
W284CV,104.7,KEWANEE,IL,0.22,0.22,41-13-36,89-56-05,,104.7 ROCK 2.0
K284CV,104.7,WHITEFISH,MT,0.125,0.125,48-00-50,114-22-01,,STAR 92.3-95.3
K284BD,104.7,CARTHAGE,MO,0.25,0.25,37-15-58,94-17-23,,BOTT RADIO NETWORK
KDUK-FM,104.7,FLORENCE,OR,66.0,66.0,44-17-28,123-32-18,19FE,104.7 KDUK
W284AD,104.7,NEW ALBANY,IN,0.099,0.099,38-13-50,85-49-20,D491,104.7 JAMZ
KNIV,104.7,LYMAN,WY,89.0,0.0,40-52-16,110-59-43,,MI PREFERIDA 104.7
W284BN,104.7,GREENSBORO,NC,0.25,0.25,36-09-01,79-54-46,,THE TRUTH
W284BB,104.7,WISE,VA,0.01,0.01,36-53-51,82-37-22,,FAITH-FAMILY-FUN
K284DA,104.7,CLOVIS,NM,0.0,0.205,34-26-23,103-12-46,,REWIND
KOCP,104.7,OXNARD,CA,4.0,4.0,34-25-19,119-02-07,353B,OLD SCHOOL 104.7
KKLH,104.7,MARSHFIELD,MO,34.0,34.0,37-12-21,92-54-21,2B8D,104.7 THE CAVE
K284BM,104.7,LONGVIEW,WA,0.041,0.041,46-10-55,122-57-01,,JAZZ 88.5
WMRP-LP,104.7,MUNDY TOWNSHIP,MI,0.1,0.0,42-55-08,83-41-31,7621,POSITIVE COUNTRY 104.7FM WMRP
K284AL,104.7,HONOLULU,HI,0.099,0.099,21-24-17,158-06-03,,103.9 THE X
K284CI,104.7,DENVER,CO,0.25,0.25,39-43-45,105-14-08,,104.7 THE DROP
W284BE,104.7,HAVRE DE GRACE,MD,0.25,0.25,39-33-52,76-06-07,67CC,WHGM GOLD
K284BH,104.7,CANYON,TX,0.099,0.099,35-06-50,101-49-16,----,THE GOSPEL STATION
KOCP-FM3,104.7,CALABASAS,CA,0.25,0.25,34-05-05,118-46-57,,OLD SCHOOL 104.7
KHMD,104.7,MANSFIELD,LA,25.0,25.0,31-57-49,93-53-58,0000,KEEPING HIM CLOSE BY
K284CJ,104.7,WORLAND,WY,0.25,0.25,44-03-34,107-51-13,,
K284BW,104.7,MOSCOW,ID,0.01,0.01,46-48-40,116-54-55,9966,HITS 104
W284BA,104.7,WARWICK,RI,0.099,0.099,41-45-22,71-26-42,6817,NEWS RADIO 920 AM AND 104.7 FM
K284BO,104.7,FLAGSTAFF,AZ,0.25,0.0,35-14-26,111-35-54,,ESPN 104.7 FM
KKVM-FM3,104.7,DILLON,CO,0.0,0.175,39-37-51,106-02-47,,104.7 THE MILE
KNIV-FM1,104.7,OGDEN,UT,0.5,0.5,41-20-32,112-00-30,,MI PREFERIDA 104.7
KNIV-FM3,104.7,SALT LAKE CITY,UT,2.1,2.1,40-48-29,111-53-23,,MI PREFERIDA 104.7
KNIV-FM4,104.7,BOUNTIFUL,UT,2.2,2.2,40-50-05,111-52-03,,MI PREFERIDA 104.7
W284BX,104.7,ALFRED,NY,0.0,0.0054,42-16-41,77-46-11,,THE MET
KOCP-FM5,104.7,LAS FLORES CANYON,CA,0.001,0.5,34-01-14,118-25-23,,OLD SCHOOL 104.7
W284DA,104.7,CHICAGO,IL,0.0,0.05,41-53-21,87-37-36,D2D5,POLSKIE RADIO 1300 CHICAGO
KXNC,104.7,NESS CITY,KS,16.5,16.5,38-36-32,99-42-11,,KISS 104.7
W284BZ,104.7,AMSTERDAM,NY,0.25,0.25,42-54-38,74-13-04,,WVTL 1570 AM & 104.7 FM
KOCP-FM4,104.7,GRANADA HILLS,CA,0.0,1.9,34-17-03,118-28-17,,OLD SCHOOL 104.7
WRBQ-FM,104.7,TAMPA,FL,99.0,99.0,27-55-54,82-24-05,81B6,TAMPA BAY'S Q105
WJMD,104.7,HAZARD,KY,0.48,0.48,37-11-36,83-11-04,,TODAY'S CHRISTIAN MUSIC
K284BI,104.7,ALPINE,WY,0.01,0.01,43-06-17,111-07-17,,96.1 & 102.1 THE WOLF
KELS-LP,104.7,GREELEY,CO,0.061,0.061,40-23-05,104-44-11,,PIRATE RADIO 104.7
WOGM-LP,104.7,JAMESTOWN,NY,0.048,0.048,42-05-12,79-12-53,,WINNING OTHERS TO JESUS
K284BA,104.7,RAPID CITY,SD,0.099,0.099,44-02-49,103-14-45,,COWBOY KKLS
KOCP-FM6,104.7,HAWTHORNE,CA,0.07,0.07,33-56-45,118-23-20,,OLD SCHOOL 104.7
KDUX-FM,104.7,HOQUIAM,WA,31.0,31.0,46-56-01,123-43-49,,THE BEST CLASSIC ROCK 104.7 KDUX
KQIE,104.7,REDLANDS,CA,4.1,4.1,34-02-13,116-58-10,3B14,OLD SCHOOL 104.7
W284DT,104.7,JACKSON,MS,0.25,0.25,32-24-27,90-09-03,,REAL 105.1
WKAQ-FM2,104.7,FAJARDO,PR,0.5,0.5,18-16-52,65-40-09,,KQ-105
WITG-LP,104.7,OCALA,FL,0.011,0.011,29-10-38,82-08-41,,CLASSIC HITS 104.7
W284BQ,104.7,DETROIT,MI,0.25,0.25,42-36-16,82-54-43,,FAMILY LIFE RADIO
K284CD,104.7,QUARTZ HILL,CA,0.007,0.007,34-32-50,118-13-00,,LAS FREQUENCIA DEL CAMBIO
KNIV-FM2,104.7,PROVO,UT,1.75,1.75,40-14-56,111-37-33,,MI PREFERIDA 104.7
W284BT,104.7,BLOOMINGTON,IL,0.038,0.038,40-29-21,89-00-23,,
K284CR,104.7,PALM SPRINGS,CA,0.175,0.175,33-51-58,116-26-03,,K-NEWS
W284CQ,104.7,WASHINGTON,DC,0.099,0.099,38-53-30,77-07-55,,FREEDOM 104.7
W284BW,104.7,NEW YORK,NY,0.099,0.099,40-42-46,74-00-49,,RADIO FREEDOM FM 104.7
KCLZ,104.7,TWENTYNINE PALMS BASE,CA,6.0,6.0,34-09-16,116-12-04,,REAL ROCK 93.7 KCLB
KXBZ,104.7,MANHATTAN,KS,50.0,50.0,39-15-55,96-27-58,4CEF,B 104.7
W284CW,104.7,MADISON,WI,0.25,0.25,43-10-10,89-15-38,0000,FAITH 1190/104.7
W284BI,104.7,VANDALIA,IL,0.0,0.25,38-56-35,89-06-13,,
K284BL,104.7,BELLINGHAM,WA,0.012,0.012,48-46-57,122-22-05,,NORTHWEST PUBLIC RADIO
WTUE,104.7,DAYTON,OH,28.0,28.0,39-43-19,84-12-33,18E0,104.7 WTUE ROCKS
WLNQ,104.7,WHITE PINE,TN,2.8,2.8,36-13-00,83-11-38,,104.7 WLNQ
KERG,104.7,ESCOBARES,TX,6.0,6.0,26-26-04,98-53-41,,RADIO VIDA
KREV-LP,104.7,ESTES PARK,CO,0.1,0.0,40-22-25,105-30-33,,CHRISTIAN INFORMATION RADIO
K284BS,104.7,LAWRENCE,KS,0.05,0.05,38-53-46,95-10-29,,
KXRN-LP,104.7,LAGUNA BEACH,CA,0.1,0.0,33-31-42,117-46-12,----,KX FM
W284AV,104.7,DAYTONA BEACH,FL,0.099,0.099,29-13-57,81-02-14,,THE ROCK OF DAYTONA
WKGT-LP,104.7,NORTH ADAMS,MA,0.1,0.1,42-41-53,73-07-47,,
KHUM,104.7,CUTTEN,CA,24.5,24.5,40-43-36,123-58-18,,K-HUM 104.7 FM AND 104.3 FM
KVIC,104.7,VICTORIA,TX,12.7,12.7,28-46-55,96-56-29,,TODAY'S HIT MUSIC
W284AQ,104.7,HACKETTSTOWN,NJ,0.25,0.25,40-51-19,74-46-42,,NORTHWEST JERSEY'S OWN 1510
K284BY,104.7,ERIE,CO,0.25,0.25,40-00-43,105-11-16,,KUVO JAZZ
W284CZ,104.7,HILLSDALE,GA,0.25,0.25,34-31-56,82-41-36,,ELECTRIC CITY BLUEGRASS
WHWA,104.7,WASHBURN,WI,25.0,25.0,46-36-28,90-15-13,6960,
W284CH,104.7,NEWARK,OH,0.25,0.25,40-02-02,82-24-08,,104.7 THE BIG LICK
W284CY,104.7,HAMMOND,IN,0.25,0.25,41-35-49,87-28-45,,WJOB - VOICE OF THE REGION
W284DQ,104.7,DAYTONA BEACH,FL,0.0,0.02,29-10-25,81-09-25,----,HOT DAYTONA
KQIE-FM1,104.7,SUNNYMEAD RANCH,CA,0.0,0.75,33-59-08,117-22-19,,OLD SCHOOL 104.7
W284CS,104.7,MIAMI,FL,0.099,0.099,25-58-07,80-13-20,D3AF,THE BULL 104.7
K284CF,104.7,FILLMORE,UT,0.25,0.25,38-52-01,112-13-58,,THE TALK OF MID-UTAH
K284CS,104.7,LUFKIN,TX,0.004,0.004,29-31-15,95-52-02,,GREAT GOSPEL 1500
W284CO,104.7,HENDERSONVILLE,NC,0.01,0.01,35-31-39,82-29-44,,
K284CM,104.7,SACRAMENTO,CA,0.25,0.25,38-35-16,121-29-22,,LA RANCHERA
WELG-LP,104.7,LIVE OAK,FL,0.1,0.0,30-14-09,83-03-03,,
WGSM-LP,104.7,MADISONVILLE,TN,0.1,0.0,35-30-43,84-22-03,,
KHSB-FM,104.7,KINGSLAND,TX,1.05,1.05,30-38-20,98-15-46,,THE BRIDGE 101.1 FM AND 1120 AM
W284CP,104.7,RALEIGH,NC,0.099,0.099,35-47-35,78-45-39,,PULSE FM
KMKZ-LP,104.7,LOVELAND,CO,0.0359,0.0,40-24-12,105-03-41,,
WHUP-LP,104.7,HILLSBOROUGH,NC,0.024,0.0,36-06-04,79-07-30,,
WSWJ-LP,104.7,HAGER CITY,WI,0.0232,0.0,44-37-22,92-33-48,,
WFLM,104.7,PALM BEACH SHORES,FL,50.0,50.0,26-45-43,80-04-41,6306,104.7 THE FLAME
WEQY-LP,104.7,ST. PAUL,MN,0.1,0.1,44-58-03,93-02-47,,EAST SIDE COMMUNITY RADIO
KNIV-FM5,104.7,PARK CITY,UT,0.5,0.5,40-38-02,111-31-05,,MI PREFERIDA 104.7
KQMJ,104.7,BLANKET,TX,5.1,5.1,31-48-55,98-47-33,,LA LEY
KELR-LP,104.7,STOCKTON,CA,0.1,0.0,37-57-56,121-17-45,,
W284CD,104.7,YOUNGSVILLE,NC,0.25,0.25,36-03-56,78-29-26,,TODAY'S BEST COUNTRY
WAYG-LP,104.7,MIAMI,FL,0.054,0.0,25-43-55,80-21-01,,GOD`S WAY RADIO
WYUN-LP,104.7,COCONUT CREEK,FL,0.031,0.0,26-13-22,80-08-04,,ETERNAL WORD NETWORK
KQEV-LP,104.7,WALNUT,CA,0.029,0.0,34-03-55,117-50-46,,
WJUI-LP,104.7,RAMTOWN,NJ,0.1,0.1,40-04-58,74-06-22,6E7C,
WEJO-LP,104.7,STATE COLLEGE,PA,0.1,0.0,40-47-09,77-47-40,,
K284CL,104.7,RED BLUFF,CA,0.25,0.25,40-15-46,122-05-37,,RED BLUFF'S BEST MUSIC
W284CG,104.7,PADUCAH,KY,0.25,0.25,37-05-55,88-37-19,,REAL COUNTRY
K284CN,104.7,AMES,IA,0.25,0.25,42-01-53,93-39-03,,IOWA PUBLIC RADIO
W284BF,104.7,LANCASTER,PA,0.2,0.2,39-53-46,76-14-22,,HOPE 94.5
K284CH,104.7,KANSAS CITY,MO,0.0,0.099,39-00-57,94-30-24,,
KEAU,104.7,ELKO,NV,1.15,1.15,40-55-20,115-50-56,,FOX SPORTS ELKO
K284CG,104.7,OLYMPIA,WA,0.07,0.07,47-00-20,122-56-35,,
W284DU,104.7,KISSIMMEE,FL,0.25,0.25,28-22-02,81-23-12,,LA Z 104.7
KTFJ-LP,104.7,BURLINGTON,WA,0.1,0.1,48-28-56,122-18-40,,HOT 97.5
KIHT,104.7,AMBOY,CA,0.76,0.76,34-43-10,115-39-15,,OLD SCHOOL 104.7
KZQB-LP,104.7,BROWNSVILLE,TX,0.05,0.0,25-57-50,97-31-09,,
KNIV-FM6,104.7,HEBER CITY,UT,0.25,0.25,40-31-38,111-23-59,,MI PREFERIDA 104.7
KSXA-LP,104.7,SANTA ANA,CA,0.05,0.0,33-45-21,117-51-18,,
KRQL-LP,104.7,SANTA ANA,CA,0.05,0.0,33-45-21,117-51-18,,
KHVI-LP,104.7,VICTORVILLE,CA,0.0,0.1,34-33-47,117-24-13,,
WSWL-LP,104.7,VALDOSTA,GA,0.1,0.0,30-50-15,83-17-46,,
KXRN-LP-FM1,104.7,LAGUNA NIGUEL,CA,0.01,0.01,33-30-31,117-44-40,,
W284DE,104.7,FORT VALLEY,GA,0.25,0.25,32-34-34,83-54-17,,MIDDLE GEORGIA ESPN
W284DD,104.7,DANVILLE,IL,0.01,0.01,40-08-58,87-37-33,,NEWSTALK 1490 WDAN
W284DF,104.7,PETOSKEY,MI,0.25,0.25,45-19-17,84-52-33,,THE TICKET
K284CT,104.7,JACKSONVILLE,TX,0.25,0.25,32-14-24,95-15-08,,
K284CU,104.7,HOUMA,LA,0.25,0.25,29-43-48,90-43-37,,104.7 JAMZ
W284DG,104.7,HEMPSTEAD,NY,0.25,0.25,40-41-06,73-36-34,,104.7 WHLI
W284DH,104.7,GLASGOW,KY,0.25,0.25,36-57-34,86-00-08,,THE SCORE 104.7
W284DI,104.7,CANTON,MS,0.25,0.25,32-36-45,90-02-07,,MADISON COUNTY`S HOMETOWN STATION
W284DL,104.7,MADISON,AL,0.08,0.08,34-39-05,86-50-34,,THE UMP
W284DM,104.7,KISSIMMEE,FL,0.25,0.25,28-22-01,81-23-13,,RELEVANT RADIO
W284DJ,104.7,AUGUSTA,GA,0.25,0.25,33-13-06,82-02-32,,RADIO KOREA
W284DK,104.7,BURNSVILLE,NC,0.1,0.1,35-56-17,82-17-47,D5EC,104.7 REAL COUNTRY STARS
W284DN,104.7,JERSEYVILLE,IL,0.25,0.25,39-06-56,90-18-35,,REAL COUNTRY 104.7 AND 1480
K284DE,104.7,MONROE,LA,0.01,0.01,32-29-42,92-11-10,,K-LOVE
W284DS,104.7,FLORENCE,AL,0.0,0.08,34-40-38,87-43-02,,104.7 ROCK N` ROLL GOLD
K284CY,104.7,BOISE,ID,0.099,0.099,43-45-16,116-05-59,,
K284CZ,104.7,CARMEL VALLEY,CA,0.175,0.175,36-39-36,121-32-29,,EL SEMBRADOR RADIO
KSGG,104.7,SOLEDAD,CA,0.24,0.24,36-22-59,121-25-44,,XTRA 104.7
NEW,104.7,ONEONTA,NY,0.1,0.1,42-28-02,75-03-39,,
NEW,104.7,PLATTEVILLE,WI,0.1,0.1,42-43-59,90-29-01,,
NEW,104.7,LUDLOW,VT,0.1,0.1,43-23-50,72-41-12,,
WRIA-LP,104.7,NEWPORT,RI,0.039,0.039,41-30-13,71-18-43,,
K285AK,104.9,"CORTEZ, ETC.",CO,0.07,0.07,37-22-20,108-08-00,,YOUR BRAND OF COUNTRY
WJRS,104.9,JAMESTOWN,KY,2.0,2.0,37-01-31,85-04-23,,NUMBER 1 COUNTRY
K285AL,104.9,FORT YUKON,AK,0.0,0.004,66-34-00,145-16-00,,GOSPEL STATION AT THE TOP OF THE NATION
KFFX,104.9,EMPORIA,KS,3.0,3.0,38-23-10,96-10-36,,MIX 104.9
K285AN,104.9,MONTICELLO,UT,0.052,0.052,37-50-15,109-27-55,,YOUR BRAND OF COUNTRY
